2020-10-28 14:46:56,812 [background-preinit] INFO   o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-10-28 14:49:21,961 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-10-28 14:49:22,049 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 82ms. Found 7 JPA repository interfaces.
2020-10-28 14:49:22,377 [restartedMain] INFO   o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@7330c208' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-10-28 14:49:22,384 [restartedMain] INFO   o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-10-28 14:49:22,729 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-10-28 14:49:22,735 [restartedMain] INFO   o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-10-28 14:49:22,736 [restartedMain] INFO   o.a.catalina.core.StandardService - Starting service [Tomcat]
2020-10-28 14:49:22,736 [restartedMain] INFO   o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-10-28 14:49:22,738 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.2.24] using APR version [1.7.0].
2020-10-28 14:49:22,738 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2020-10-28 14:49:22,738 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2020-10-28 14:49:22,741 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1g  21 Apr 2020]
2020-10-28 14:49:22,842 [restartedMain] INFO   o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-10-28 14:49:22,843 [restartedMain] INFO   o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1437 ms
2020-10-28 14:49:22,976 [restartedMain] INFO   o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-10-28 14:49:23,022 [task-1] INFO   o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-10-28 14:49:23,027 [restartedMain] INFO   o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static org.springframework.context.ApplicationContext com.jiangwensi.mrbs.AppContext.context
2020-10-28 14:49:23,027 [restartedMain] DEBUG  com.jiangwensi.mrbs.AppContext - setApplicationContext is called
2020-10-28 14:49:23,055 [task-1] INFO   org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.20.Final
2020-10-28 14:49:23,120 [restartedMain] WARN   o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-10-28 14:49:23,149 [task-1] INFO   o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-10-28 14:49:23,219 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-10-28 14:49:23,421 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/signUp', POST]
2020-10-28 14:49:23,423 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/verifyEmail', GET]
2020-10-28 14:49:23,424 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/requestResetForgottenPassword', POST]
2020-10-28 14:49:23,424 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetForgottenPassword', POST]
2020-10-28 14:49:23,424 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetPassword', POST]
2020-10-28 14:49:23,424 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'authenticated', for any request
2020-10-28 14:49:23,428 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:49:23,429 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:49:23,431 [restartedMain] INFO   o.s.s.w.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@14cb3ec7, org.springframework.security.web.context.SecurityContextPersistenceFilter@214837fa, org.springframework.security.web.header.HeaderWriterFilter@41d498f2, org.springframework.web.filter.CorsFilter@41ccbfd4, org.springframework.security.web.authentication.logout.LogoutFilter@5e43407a, com.jiangwensi.mrbs.security.LoginAuthenticationFilter@2a92c905, com.jiangwensi.mrbs.security.JwtAuthenticationFilter@6b4d1108, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6d051603, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@556cea85, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@263d27a0, org.springframework.security.web.session.SessionManagementFilter@8814366, org.springframework.security.web.access.ExceptionTranslationFilter@47b81ec5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4f8fca3]
2020-10-28 14:49:23,442 [restartedMain] DEBUG  o.s.s.a.i.a.MethodSecurityInterceptor - Validated configuration attributes
2020-10-28 14:49:23,891 [restartedMain] INFO   o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-10-28 14:49:23,899 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-10-28 14:49:23,905 [restartedMain] DEBUG  o.s.s.c.a.a.c.AuthenticationConfiguration$EnableGlobalAuthenticationAutowiredConfigurer - Eagerly initializing {webSecurityConfigurator=com.jiangwensi.mrbs.security.WebSecurityConfigurator$$EnhancerBySpringCGLIB$$626542ed@4c41771f}
2020-10-28 14:49:23,910 [task-1] INFO   org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-10-28 14:49:23,914 [restartedMain] INFO   o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-10-28 14:49:23,927 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-10-28 14:49:23,929 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-10-28 14:49:24,586 [task-1] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-10-28 14:49:24,593 [task-1] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-10-28 14:49:24,927 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-10-28 14:49:24,934 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - Started MeetingRoomBookingSystemApplication in 3.9 seconds (JVM running for 5.117)
2020-10-28 14:49:24,936 [restartedMain] DEBUG  c.j.mrbs.InitializeApplicationData - onApplicationEvent is called
2020-10-28 14:51:28,942 [SpringContextShutdownHook] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-10-28 14:51:28,944 [SpringContextShutdownHook] INFO   o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-10-28 14:51:28,945 [SpringContextShutdownHook] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2020-10-28 14:51:28,950 [SpringContextShutdownHook] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2020-10-28 14:51:33,384 [background-preinit] INFO   o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-10-28 14:51:33,405 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - Starting MeetingRoomBookingSystemApplication on DESKTOP-40A7GOP with PID 17424 (D:\MyProjects\mrbs\sourcecodes\mrbs-backend\target\classes started by jwswe in D:\MyProjects\mrbs\sourcecodes\mrbs-backend)
2020-10-28 14:51:33,405 [restartedMain] DEBUG  c.j.m.MeetingRoomBookingSystemApplication - Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
2020-10-28 14:51:33,405 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - No active profile set, falling back to default profiles: default
2020-10-28 14:51:33,437 [restartedMain] INFO   o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-10-28 14:51:33,437 [restartedMain] INFO   o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-10-28 14:51:34,028 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-10-28 14:51:34,132 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 97ms. Found 7 JPA repository interfaces.
2020-10-28 14:51:34,459 [restartedMain] INFO   o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@630c35f6' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-10-28 14:51:34,468 [restartedMain] INFO   o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-10-28 14:51:34,789 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-10-28 14:51:34,794 [restartedMain] INFO   o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-10-28 14:51:34,795 [restartedMain] INFO   o.a.catalina.core.StandardService - Starting service [Tomcat]
2020-10-28 14:51:34,795 [restartedMain] INFO   o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-10-28 14:51:34,796 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.2.24] using APR version [1.7.0].
2020-10-28 14:51:34,797 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2020-10-28 14:51:34,797 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2020-10-28 14:51:34,800 [restartedMain] INFO   o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1g  21 Apr 2020]
2020-10-28 14:51:34,899 [restartedMain] INFO   o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-10-28 14:51:34,899 [restartedMain] INFO   o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1462 ms
2020-10-28 14:51:35,036 [restartedMain] INFO   o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-10-28 14:51:35,087 [task-1] INFO   o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-10-28 14:51:35,094 [restartedMain] INFO   o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static org.springframework.context.ApplicationContext com.jiangwensi.mrbs.AppContext.context
2020-10-28 14:51:35,094 [restartedMain] DEBUG  com.jiangwensi.mrbs.AppContext - setApplicationContext is called
2020-10-28 14:51:35,121 [task-1] INFO   org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.20.Final
2020-10-28 14:51:35,192 [restartedMain] WARN   o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-10-28 14:51:35,223 [task-1] INFO   o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-10-28 14:51:35,294 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-10-28 14:51:35,482 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/signUp', POST]
2020-10-28 14:51:35,483 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/verifyEmail', GET]
2020-10-28 14:51:35,484 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/requestResetForgottenPassword', POST]
2020-10-28 14:51:35,484 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetForgottenPassword', POST]
2020-10-28 14:51:35,484 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'permitAll', for Ant [pattern='/auth/resetPassword', POST]
2020-10-28 14:51:35,484 [restartedMain] DEBUG  o.s.s.w.a.e.ExpressionBasedFilterInvocationSecurityMetadataSource - Adding web access control expression 'authenticated', for any request
2020-10-28 14:51:35,489 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:51:35,489 [restartedMain] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Validated configuration attributes
2020-10-28 14:51:35,493 [restartedMain] INFO   o.s.s.w.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6e4cfe81, org.springframework.security.web.context.SecurityContextPersistenceFilter@10bce9b7, org.springframework.security.web.header.HeaderWriterFilter@5c900343, org.springframework.web.filter.CorsFilter@59bc8cce, org.springframework.security.web.authentication.logout.LogoutFilter@32d9d6f, com.jiangwensi.mrbs.security.LoginAuthenticationFilter@34f35291, com.jiangwensi.mrbs.security.JwtAuthenticationFilter@3caaa1ae, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@29781d7f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7a4579fb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@351be84c, org.springframework.security.web.session.SessionManagementFilter@dcc94e, org.springframework.security.web.access.ExceptionTranslationFilter@664ce106, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@d15b8cf]
2020-10-28 14:51:35,504 [restartedMain] DEBUG  o.s.s.a.i.a.MethodSecurityInterceptor - Validated configuration attributes
2020-10-28 14:51:35,947 [restartedMain] INFO   o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-10-28 14:51:35,961 [restartedMain] DEBUG  o.s.s.c.a.a.c.AuthenticationConfiguration$EnableGlobalAuthenticationAutowiredConfigurer - Eagerly initializing {webSecurityConfigurator=com.jiangwensi.mrbs.security.WebSecurityConfigurator$$EnhancerBySpringCGLIB$$65b6540@43e7a0b9}
2020-10-28 14:51:35,968 [restartedMain] INFO   o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-10-28 14:51:35,982 [restartedMain] INFO   o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-10-28 14:51:35,983 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-10-28 14:51:36,096 [task-1] INFO   com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-10-28 14:51:36,106 [task-1] INFO   org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-10-28 14:51:36,802 [task-1] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-10-28 14:51:36,808 [task-1] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-10-28 14:51:37,171 [restartedMain] INFO   o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-10-28 14:51:37,177 [restartedMain] INFO   c.j.m.MeetingRoomBookingSystemApplication - Started MeetingRoomBookingSystemApplication in 4.108 seconds (JVM running for 5.288)
2020-10-28 14:51:37,179 [restartedMain] DEBUG  c.j.mrbs.InitializeApplicationData - onApplicationEvent is called
2020-10-28 14:51:44,852 [http-nio-8080-exec-1] INFO   o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-10-28 14:51:44,852 [http-nio-8080-exec-1] INFO   o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-10-28 14:51:44,860 [http-nio-8080-exec-1] INFO   o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2020-10-28 14:51:44,868 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 1 of 13 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2020-10-28 14:51:44,869 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 2 of 13 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2020-10-28 14:51:44,870 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 3 of 13 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2020-10-28 14:51:44,871 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 4 of 13 in additional filter chain; firing Filter: 'CorsFilter'
2020-10-28 14:51:44,878 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 5 of 13 in additional filter chain; firing Filter: 'LogoutFilter'
2020-10-28 14:51:44,878 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', GET]
2020-10-28 14:51:44,878 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /logout'
2020-10-28 14:51:44,878 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', POST]
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/logout'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', PUT]
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'PUT /logout'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - Trying to match using Ant [pattern='/logout', DELETE]
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'DELETE /logout'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.matcher.OrRequestMatcher - No matches found
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 6 of 13 in additional filter chain; firing Filter: 'LoginAuthenticationFilter'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/login'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 7 of 13 in additional filter chain; firing Filter: 'JwtAuthenticationFilter'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 8 of 13 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2020-10-28 14:51:44,879 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 9 of 13 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2020-10-28 14:51:44,880 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 10 of 13 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2020-10-28 14:51:44,880 [http-nio-8080-exec-1] DEBUG  o.s.s.w.a.AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@62738334: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2020-10-28 14:51:44,880 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 11 of 13 in additional filter chain; firing Filter: 'SessionManagementFilter'
2020-10-28 14:51:44,880 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 12 of 13 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2020-10-28 14:51:44,880 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword at position 13 of 13 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2020-10-28 14:51:44,881 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/signUp'
2020-10-28 14:51:44,881 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Request 'POST /auth/requestResetForgottenPassword' doesn't match 'GET /auth/verifyEmail'
2020-10-28 14:51:44,881 [http-nio-8080-exec-1] DEBUG  o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/auth/requestResetForgottenPassword'; against '/auth/requestResetForgottenPassword'
2020-10-28 14:51:44,881 [http-nio-8080-exec-1] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /auth/requestResetForgottenPassword; Attributes: [permitAll]
2020-10-28 14:51:44,881 [http-nio-8080-exec-1] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@62738334: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2020-10-28 14:51:44,885 [http-nio-8080-exec-1] DEBUG  o.s.s.access.vote.AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@9f175c, returned: 1
2020-10-28 14:51:44,886 [http-nio-8080-exec-1] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - Authorization successful
2020-10-28 14:51:44,886 [http-nio-8080-exec-1] DEBUG  o.s.s.w.a.i.FilterSecurityInterceptor - RunAsManager did not change Authentication object
2020-10-28 14:51:44,886 [http-nio-8080-exec-1] DEBUG  o.s.security.web.FilterChainProxy - /auth/requestResetForgottenPassword reached end of additional filter chain; proceeding with original chain
2020-10-28 14:51:44,945 [http-nio-8080-exec-1] INFO   com.jiangwensi.mrbs.utils.LogAspect - Before:com.jiangwensi.mrbs.controller.AuthController
2020-10-28 14:51:44,945 [http-nio-8080-exec-1] INFO   com.jiangwensi.mrbs.utils.LogAspect - [RequestResetForgottenPasswordRequest{email='jiangwensi@hotmail.com', returnUrl='http://localhost:3000/resetForgottenPassword'}]
2020-10-28 14:51:48,256 [http-nio-8080-exec-1] ERROR  c.j.mrbs.service.SESServiceImpl - Failed to send email.
java.lang.NullPointerException: null
	at com.jiangwensi.mrbs.service.SESServiceImpl.sendEmail(SESServiceImpl.java:132)
	at com.jiangwensi.mrbs.service.SESServiceImpl.sendResetForgottenPasswordTokenEmail(SESServiceImpl.java:197)
	at com.jiangwensi.mrbs.controller.AuthController.requestResetForgottenPassword(AuthController.java:102)
	at com.jiangwensi.mrbs.controller.AuthController$$FastClassBySpringCGLIB$$6728aaa4.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:771)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.aspectj.AspectJAfterThrowingAdvice.invoke(AspectJAfterThrowingAdvice.java:62)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor.invoke(MethodBeforeAdviceInterceptor.java:56)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:95)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:749)
